Biological_String,CL_Code
obsolete L5/6 near-projecting glutamatergic neuron of the primary motor cortex (Callithrix jacchus),CL:4023102
obsolete L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Callithrix jacchus),CL:4023103
obsolete L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Callithrix jacchus),CL:4023104
obsolete L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Callithrix jacchus),CL:4023105
obsolete meis2 expressing cortical GABAergic cell (Callithrix jacchus),CL:4023106
reticulospinal neuron,CL:4023107
oxytocin-secreting magnocellular cell,CL:4023108
vasopressin-secreting magnocellular cell,CL:4023109
amygdala pyramidal neuron,CL:4023110
cerebral cortex pyramidal neuron,CL:4023111
vestibular afferent neuron,CL:4023112
bouton vestibular afferent neuron,CL:4023113
calyx vestibular afferent neuron,CL:4023114
type 1 spiral ganglion neuron,CL:4023115
type 2 spiral ganglion neuron,CL:4023116
L5/6 non-Martinotti sst GABAergic interneuron (Mmus),CL:4023118
displaced amacrine cell,CL:4023119
cochlea auditory hair cell,CL:4023120
sst chodl GABAergic interneuron,CL:4023121
oxytocin receptor sst GABAergic cortical interneuron,CL:4023122
hypothalamus kisspeptin neuron,CL:4023123
dentate gyrus kisspeptin neuron,CL:4023124
KNDy neuron,CL:4023125
arcuate nucleus of hypothalamus KNDy neuron,CL:4023127
rostral periventricular region of the third ventricle KNDy neuron,CL:4023128
retinoblast,CL:4023129
kisspeptin neuron,CL:4023130
myelinating glial cell,CL:4023154
octopus cell of the mammalian cochlear nucleus,CL:4023158
double bouquet cell,CL:4023159
cartwheel cell,CL:4023160
unipolar brush cell,CL:4023161
bushy cell,CL:4023162
spherical bushy cell,CL:4023163
globular bushy cell,CL:4023164
somatosensory neuron,CL:4023168
trigeminal neuron,CL:4023169
trigeminal sensory neuron,CL:4023170
trigeminal motor neuron,CL:4023171
hypendymal cell,CL:4023181
koniocellular cell,CL:4023187
midget ganglion cell of retina,CL:4023188
parasol ganglion cell of retina,CL:4023189
pulmonary capillary endothelial cell,CL:4028001
alveolar capillary type 1 endothelial cell,CL:4028002
alveolar capillary type 2 endothelial cell,CL:4028003
alveolar type 1 fibroblast cell,CL:4028004
alveolar adventitial fibroblast,CL:4028006
gamete-nursing cell,CL:4029001
germline-derived nurse cell,CL:4029002
somatic nurse-like cell,CL:4029003
choroidal melanocyte,CL:4030000
stromal cell of thymus,CL:4030001
"effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated",CL:4030002
interstitial cell of thymus,CL:4030003
thymic nurse cell,CL:4030004
kidney collecting duct beta-intercalated cell,CL:4030005
fallopian tube secretory epithelial cell,CL:4030006
fallopian tube multiciliated epithelial cell,CL:4030007
pronephric podocyte,CL:4030008
epithelial cell of proximal tubule segment 1,CL:4030009
epithelial cell of proximal tubule segment 2,CL:4030010
epithelial cell of proximal tubule segment 3,CL:4030011
kidney loop of Henle short descending thin limb epithelial cell,CL:4030012
kidney loop of Henle long descending thin limb outer medulla epithelial cell,CL:4030013
kidney loop of Henle long descending thin limb inner medulla epithelial cell,CL:4030014
kidney collecting duct alpha-intercalated cell,CL:4030015
epithelial cell of early distal convoluted tubule,CL:4030016
epithelial cell of late distal convoluted tubule,CL:4030017
kidney connecting tubule principal cell,CL:4030018
kidney connecting tubule intercalated cell,CL:4030019
kidney connecting tubule alpha-intercalated cell,CL:4030020
kidney connecting tubule beta-intercalated cell,CL:4030021
renal medullary fibroblast,CL:4030022
respiratory tract hillock cell,CL:4030023
hillock cell,CL:4030024
renal cortical fibroblast,CL:4030025
BEST4+ enterocyte,CL:4030026
GABAergic amacrine cell,CL:4030027
glycinergic amacrine cell,CL:4030028
blood lymphocyte,CL:4030029
peripheral blood lymphocyte,CL:4030030
interstitial cell,CL:4030031
valve interstitial cell,CL:4030032
valve endothelial cell,CL:4030033
respiratory tract multiciliated cell,CL:4030034
dental pulp stem cell,CL:4030035
early spermatid,CL:4030036
late spermatid,CL:4030037
"CD24-positive, CD-133-positive, vimentin-positive proximal tubular cell",CL:4030038
von Economo neuron,CL:4030039
endometrial multiciliated epithelial cell,CL:4030040
luminal endometrial multiciliated epithelial cell,CL:4030041
glandular endometrial multiciliated epithelial cell,CL:4030042
matrix D1 medium spiny neuron,CL:4030043
matrix D2 medium spiny neuron,CL:4030047
striosomal D1 medium spiny neuron,CL:4030048
striosomal D2 medium spiny neuron,CL:4030049
D1/D2-hybrid medium spiny neuron,CL:4030050
nucleus accumbens shell and olfactory tubercle D1 medium spiny neuron,CL:4030051
nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,CL:4030052
Islands of Calleja granule cell,CL:4030053
D1-NUDAP medium spiny neuron,CL:4030054
intermediate cell of urothelium,CL:4030055
umbrella cell of urothelium,CL:4030056
eccentric medium spiny neuron,CL:4030057
TCR-positive macrophage,CL:4030058
L2/3 intratelencephalic projecting glutamatergic neuron,CL:4030059
L2 intratelencephalic projecting glutamatergic neuron,CL:4030060
L3 intratelencephalic projecting glutamatergic neuron,CL:4030061
L4/5 intratelencephalic projecting glutamatergic neuron,CL:4030062
L4 intratelencephalic projecting glutamatergic neuron,CL:4030063
L5 intratelencephalic projecting glutamatergic neuron,CL:4030064
L6 intratelencephalic projecting glutamatergic neuron,CL:4030065
ureteric bud cell,CL:4030066
L5/6 near-projecting glutamatergic neuron,CL:4030067
L6 intratelencephalic projecting Car3 glutamatergic neuron,CL:4030068
club-like cell of the urethral epithelium,CL:4032000
reelin GABAergic cortical interneuron,CL:4032001
endothelial cell of venule of lymph node,CL:4033000
endothelial cell of arteriole of lymph node,CL:4033001
neuroendocrine cell of epithelium of crypt of Lieberkuhn,CL:4033002
myoepithelial cell of bronchus submucosal gland,CL:4033003
smooth muscle cell of taenia coli,CL:4033004
serous secreting cell of bronchus submucosal gland,CL:4033005
endothelial cell of efferent lymphatic vessel,CL:4033006
brush cell of epithelium of lobar bronchus,CL:4033007
vein endothelial cell of respiratory system,CL:4033008
goblet cell of epithelium of lobar bronchus,CL:4033009
neuroendocrine cell of epithelium of lobar bronchus,CL:4033010
smooth muscle cell of large intestine smooth muscle circular layer,CL:4033011
smooth muscle cell of large intestine smooth muscle longitudinal layer,CL:4033012
suprabasal keratinocyte,CL:4033013
peg cell,CL:4033014
retinal astrocyte,CL:4033015
secondary crest myofibroblast,CL:4033016
bronchiolar smooth muscle cell,CL:4033017
lung megakaryocyte,CL:4033018
ON-blue cone bipolar cell,CL:4033019
mucus secreting cell of trachea gland,CL:4033020
myoepithelial cell of trachea gland,CL:4033021
mucus secreting cell of bronchus submucosal gland,CL:4033022
airway submucosal gland collecting duct epithelial cell,CL:4033023
airway submucosal gland duct basal cell,CL:4033024
perichondrial fibroblast,CL:4033025
lung perichondrial fibroblast,CL:4033026
diffuse bipolar 1 cell,CL:4033027
diffuse bipolar 2 cell,CL:4033028
diffuse bipolar 3a cell,CL:4033029
diffuse bipolar 3b cell,CL:4033030
diffuse bipolar 4 cell,CL:4033031
diffuse bipolar 6 cell,CL:4033032
flat midget bipolar cell,CL:4033033
invaginating midget bipolar cell,CL:4033034
giant bipolar cell,CL:4033035
OFFx cell,CL:4033036
mucus secreting cell of tracheobronchial tree submucosal gland,CL:4033037
"lung resident memory CD4-positive, alpha-beta T cell",CL:4033038
"lung resident memory CD8-positive, alpha-beta T cell",CL:4033039
"lung resident memory CD8-positive, CD103-positive, alpha-beta T cell",CL:4033040
CCL3-positive alveolar macrophage,CL:4033041
metallothionein-positive alveolar macrophage,CL:4033042
lung interstitial macrophage,CL:4033043
deuterosomal cell,CL:4033044
lung migratory dendritic cell,CL:4033045
ON midget ganglion cell,CL:4033046
OFF midget ganglion cell,CL:4033047
respiratory tract suprabasal cell,CL:4033048
taste receptor cell of tongue,CL:4033049
catecholaminergic neuron,CL:4033050
OFF parasol ganglion cell,CL:4033051
ON parasol ganglion cell,CL:4033052
small bistratified retinal ganglion cell,CL:4033053
perivascular cell,CL:4033054
airway submucosal gland duct multiciliated cell,CL:4033055
onychocyte,CL:4033056
luminal adaptive secretory precursor cell of mammary gland,CL:4033057
luminal hormone-sensing cell of mammary gland,CL:4033058
lactocyte type 1,CL:4033059
lactocyte type 2,CL:4033060
endothelial cell of central vein of liver,CL:4033061
interstitial extravillous trophoblast cell,CL:4033062
endovascular extravillous trophoblast cell,CL:4033063
uterine resident macrophage,CL:4033064
preplasmablast,CL:4033065
pre-granulosa cell,CL:4033066
mural granulosa cell,CL:4033067
cycling B cell,CL:4033068
cycling T cell,CL:4033069
cycling dendritic cell,CL:4033070
cycling natural killer cell,CL:4033071
cycling gamma-delta T cell,CL:4033072
cycling monocyte,CL:4033073
"cycling CD8-positive, alpha-beta T cell",CL:4033074
"cycling CD4-positive, alpha-beta T cell",CL:4033075
cycling macrophage,CL:4033076
cycling alveolar macrophage,CL:4033077
cycling mononuclear phagocyte,CL:4033078
cycling endothelial cell of lymphatic vessel,CL:4033079
cycling pulmonary alveolar type 2 cell,CL:4033080
cycling myeloid cell,CL:4033081
cycling basal cell,CL:4033082
squamous granulosa cell,CL:4033083
cuboidal granulosa cell,CL:4033084
diffuse bipolar 5 cell,CL:4033085
lipid-associated macrophage,CL:4033086
placental resident macrophage,CL:4033087
decidual resident macrophage,CL:4033088
atretic follicular cell of ovary,CL:4033089
atretic granulosa cell,CL:4033090
glycinergic-GABAergic amacrine cell,CL:4033091
CD57-positive enterocyte,CL:4033092
limbal epithelial stem cell of cornea,CL:4033093
age-associated B cell,CL:4033094
diffuse bipolar 4a cell,CL:4033095
diffuse bipolar 4b cell,CL:4033096
Schlemm's canal endothelial cell,CL:4033097
inner wall Schlemm's canal endothelial cell,CL:4033098
outer wall Schlemm's canal endothelial cell,CL:4033099
atrial intrinsic cardiac ganglion TH neuron,CL:4033100
superior cervical ganglion TH/DBH neuron,CL:4033101
superior cervical ganglion TH neuron,CL:4033102
superior cervical ganglion NPY neuron,CL:4033103
superior cervical ganglion TH/NPY neuron,CL:4033104
superior cervical ganglion SST neuron,CL:4033105
superior cervical ganglion VIP neuron,CL:4033106
superior cervical ganglion CGRP neuron,CL:4033107
middle cervical ganglion DBH neuron,CL:4033108
middle cervical ganglion TH neuron,CL:4033109
middle cervical ganglion TH/NPY neuron,CL:4033110
middle cervical ganglion NPY neuron,CL:4033111
middle cervical ganglion VIP neuron,CL:4033112
cervicothoracic ganglion enkephalin neuron,CL:4033113
cervicothoracic ganglion TH neuron,CL:4033114
cervicothoracic ganglion TH/NPY neuron,CL:4033115
cervicothoracic ganglion VIP neuron,CL:4033116
cervicothoracic ganglion VAChT neuron,CL:4033117
thoracic ganglion enkephalin neuron,CL:4033118
thoracic ganglion TH neuron,CL:4033119
thoracic ganglion TH/NPY neuron,CL:4033120
lumbar ganglion VIP neuron,CL:4033121
lumbar ganglion SST/TH neuron,CL:4033122
lumbar ganglion TH/NPY neuron,CL:4033123
lumbar ganglion TH neuron,CL:4033124
lumbar ganglion NPY neuron,CL:4033125
sacral ganglion TH neuron,CL:4033126
lower airway ganglion ChAT/VIP neuron,CL:4033127
celiac ganglion VIP neuron,CL:4033128
celiac ganglion PHI neuron,CL:4033129
celiac ganglion CGRP neuron,CL:4033130
celiac ganglion SP neuron,CL:4033131
celiac ganglion SOM neuron,CL:4033132
celiac ganglion SOM/CGRP neuron,CL:4033133
superior mesenteric ganglion SP neuron,CL:4033134
inferior mesenteric ganglion TH neuron,CL:4033135
inferior mesenteric ganglion SP neuron,CL:4033136
otic ganglion nNOS neuron,CL:4033137
otic ganglion VIP neuron,CL:4033138
ciliary ganglion VIP/PHI neuron,CL:4033139
ciliary ganglion TH neuron,CL:4033140
submandibular ganglion TH cholinergic neuron,CL:4033141
submandibular ganglion VIP/PHI neuron,CL:4033142
submandibular ganglion nNOS neuron,CL:4033143
pterygopalatine ganglion VIP/PHI neuron,CL:4033144
pterygopalatine ganglion VIP neuron,CL:4033145
pterygopalatine ganglion nNOS neuron,CL:4033146
vestibular ganglion SP neuron,CL:4033147
nodose ganglion TRPV1 neuron,CL:4033148
nodose ganglion P2X3 neuron,CL:4033149
nodose ganglion TRPV2 neuron,CL:4033150
nodose ganglion PVALB neuron,CL:4033151
jugular ganglion TRPV1 neuron,CL:4033152
jugular ganglion TRPV2 neuron,CL:4033153
jugular ganglion SP neuron,CL:4033154
jugular ganglion CGRP neuron,CL:4033155
jugular ganglion SPARCL1 neuron,CL:4033156
geniculate ganglion TRPV1 neuron,CL:4033157
geniculate ganglion SPARCL1 neuron,CL:4033158
geniculate ganglion VGLUT2 neuron,CL:4033159
myenteric ganglion of small intestine ChAT neuron,CL:4033160
myenteric ganglion of small intestine nNOS neuron,CL:4033161
myenteric ganglion of small intestine VIP neuron,CL:4033162
myenteric ganglion of small intestine nNOS/VIP neuron,CL:4033163
myenteric ganglion of small intestine nNOS/ChAT neuron,CL:4033164
myenteric ganglion of small intestine ChAT/CALR/SOM/SP neuron,CL:4033165
myenteric ganglion of small intestine VIP/GAL neuron,CL:4033166
pelvic ganglion TH neuron,CL:4033167
pelvic ganglion TH/DBH neuron,CL:4033168
pelvic ganglion VAChT neuron,CL:4033169
pelvic ganglion nNOS neuron,CL:4033170
pelvic ganglion nNOS/VIP neuron,CL:4033171
pelvic ganglion NPY/VAChT neuron,CL:4033172
pelvic ganglion nNOS/VAChT neuron,CL:4033173
ovarian nerve plexus ganglion TH neuron,CL:4033174
glial restricted tripotential precursor cell,CL:4040000
chorionic girdle cell,CL:4040001
enteroglial cell,CL:4040002
fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003
mesenchymal stem cell of orbital adipose tissue,CL:4040004
mesenchymal stem cell of apical papilla,CL:4040005
dermal chromatophore,CL:4040006
TAC3-positive striatal interneuron,CL:4042001
TAC3-positive medium spiny neuron,CL:4042002
border associated macrophage,CL:4042003
choroid epiplexus macrophage,CL:4042004
stromal choroid plexus macrophage,CL:4042005
dural macrophage,CL:4042006
protoplasmic astrocyte,CL:4042007
fibrous astrocyte,CL:4042008
interlaminar astrocyte,CL:4042009
pial interlaminar astrocyte,CL:4042010
subpial interlaminar astrocyte,CL:4042011
L2 marginal neuron,CL:4042012
Lamp5 Lhx6 neuron,CL:4042013
spiny VIP neuron,CL:4042014
VIP-ChAT interneuron,CL:4042015
nasal serous secreting cell,CL:4042016
alpha1-tanycyte,CL:4042017
alpha2-tanycyte,CL:4042018
beta1-tanycyte,CL:4042019
beta2-tanycyte,CL:4042020
neuronal-restricted precursor,CL:4042021
astrocyte-restricted precursor,CL:4042022
striatal pthlh-expressing interneuron,CL:4042023
striatal PTHLH MOXD1 expressing interneuron,CL:4042024
substantia nigra dopaminergic neuron,CL:4042025
GABAergic interneuron of the anterior substantia nigra pars reticulata,CL:4042026
GABAergic interneuron of the posterior substantia nigra pars reticulata,CL:4042027
immature neuron,CL:4042028
cortical immature neuron,CL:4042029
candelabrum cell,CL:4042030
immune oligodendroglia,CL:4042031
PAX6 GABAergic interneuron,CL:4042032
pro-opiomelanocortin neuron,CL:4042033
CGRP-expressing neuron,CL:4042034
molecular layer interneuron,CL:4042035
melanin-concentrating hormone neuron,CL:4042036
sst GABAergic neuron of the striatum,CL:4042037
rostral primary motorneuron,CL:4042038
caudal ganglionic eminence derived neuron,CL:4042039
glutamatergic neuron of the basal ganglia,CL:4042040
middle primary motoneuron,CL:4042041
cycling stromal cell,CL:4047001
cycling glial cell,CL:4047002
cycling plasma cell,CL:4047003
cycling type EC enteroendocrine cell,CL:4047004
cycling neuroblast (sensu Vertebrata),CL:4047005
fetal artery endothelial cell,CL:4047006
immature pericyte,CL:4047007
fetal vein endothelial cell,CL:4047011
angiogenic pericyte,CL:4047012
transit amplifying cell of gut,CL:4047017
early colonocyte,CL:4047018
early enterocyte,CL:4047019
intestinal lamina propria fibroblast,CL:4047023
type G cell of stomach,CL:4047025
post-arteriole capillary cell,CL:4047029
pre-venule capillary cell,CL:4047030
secretory pericyte,CL:4047032
smooth muscle cell of stomach,CL:4047034
stomach smooth muscle outer longitudinal layer cell,CL:4047035
stomach smooth muscle circular layer cell,CL:4047036
stomach smooth muscle inner oblique layer cell,CL:4047037
dogiel type I neuron,CL:4047038
smooth muscle circular layer cell,CL:4047040
type 1 myenteric plexus glia,CL:4047042
type 1 submucosal plexus glia,CL:4047043
type 2 interganglionic glia,CL:4047044
type 3 mucosal glia,CL:4047045
type I enteric glial cell,CL:4047047
type 4 muscularis propria glia,CL:4047048
small intestine BEST4+ enterocyte,CL:4047051
BEST4+ colonocyte,CL:4047052
TREM2-positive macrophage,CL:4047053
migratory dendritic cell,CL:4047054
large mucus secreting cholangiocyte,CL:4047056
BAG3-positive monocyte,CL:4047060
liver-resident natural killer cell,CL:4047101
multiciliated ependymal cell,CL:4052001
syncytial cell,CL:4052002
intestinal villus capillary endothelial cell,CL:4052003
intestinal fibroblastic reticular cell,CL:4052004
intestinal subserosal fibroblast,CL:4052005
intestinal enteroendocrine progenitor,CL:4052006
subepithelial intestinal fibroblast,CL:4052007
crypt-bottom fibroblast,CL:4052008
crypt-top fibroblast,CL:4052009
pre-theca cell,CL:4052010
follicle associated enterocyte,CL:4052011
interna theca cell,CL:4052012
externa theca cell,CL:4052013
pancreatic islet capillary endothelial cell,CL:4052014
endocrine gland capillary endothelial cell,CL:4052015
pituitary gland capillary endothelial cell,CL:4052016
choroid plexus capillary endothelial cell,CL:4052017
fallopian tube epithelial cell,CL:4052018
fallopian tube non-ciliated epithelial cell,CL:4052019
lung resident granzyme K-associated CD8 T cell,CL:4052020
granzyme K-associated CD8 T cell,CL:4052021
fallopian tube smooth muscle cell,CL:4052022
luminal endometrial unciliated epithelial cell,CL:4052023
myotendinous junction nucleus,CL:4052024
neuromuscular junction nucleus,CL:4052025
type IIx muscle cell,CL:4052026
atretic theca cell,CL:4052027
uterine natural killer cell,CL:4052028
subpleural fibroblast,CL:4052029
adventitial fibroblast,CL:4052030
respiratory airway secretory cell,CL:4052031
granzyme H-associated CD8 T cell,CL:4052032
biliary tuft cell,CL:4052033
tuft cell of thymus,CL:4052034
tuft cell of pancreatic duct,CL:4052035
tuft cell of nasal cavity,CL:4052036
tuft cell of olfactory epithelium,CL:4052037
tuft cell of nasal cavity respiratory epithelium,CL:4052038
tuft cell of submandibular gland,CL:4052039
tuft cell of stomach,CL:4052040
tuft cell of auditory tube,CL:4052041
tuft cell of urethra,CL:4052042
steroidogenic stromal cell of ovary,CL:4052045
early luteal cell,CL:4052046
late luteal cell,CL:4052047
intercalated cell of salivary gland,CL:4052048
striated cell of salivary gland,CL:4052049
luminal epithelial cell of endometrium,CL:4052050
"uterine natural killer cell 1, human",CL:4052051
"uterine natural killer cell 2, human",CL:4052052
"uterine natural killer cell 3, human",CL:4052053
"mature NK T cell, human",CL:4052055
Merkel cell of epidermis,CL:4052058
spinous cell,CL:4052060
epidermal keratinocyte,CL:4052061
onychofibroblast,CL:4052062
nail bed keratinocyte,CL:4052063
nail matrix keratinocyte,CL:4052064
serous acinar cell of salivary gland,CL:4052065
mucous acinar cell of salivary gland,CL:4052066
seromucous acinar cell of salivary gland,CL:4052067
excretory duct cell of salivary gland,CL:4052069
dual-feature fallopian tube progenitor cell,CL:4052070
quiescent fibroblast,CL:4052071
IgD-negative class switched memory B cell,CL:4052108
gastric mill neuron,CL:4070010
lateral gastric neuron,CL:4070011
inferior cardiac neuron,CL:4070012
ventricular dilator motor neuron,CL:4070013
pyloric motor neuron,CL:4070014
pyloric dilator neuron,CL:4070015
anterior burster neuron,CL:4070016
lateral pyloric motor neuron,CL:4070017
newly formed oligodendrocyte,CL:4072001
myelin-forming oligodendrocyte,CL:4072002
mature myelinating oligodendrocyte,CL:4072003
A8 dopaminergic neuron,CL:4072005
A9 dopaminergic neuron,CL:4072006
A10 dopaminergic neuron,CL:4072007
A11 dopaminergic neuron,CL:4072008
A12 dopaminergic neuron,CL:4072009
A13 dopaminergic neuron,CL:4072010
A14 dopaminergic neuron,CL:4072011
A15 dopaminergic neuron,CL:4072012
A16 dopaminergic neuron,CL:4072013
tanycyte of vascular organ of lamina terminalis,CL:4072014
monocyte-derived Kupffer cell,CL:4072015
NPY interneuron,CL:4072016
agouti-related protein expressing neuron,CL:4072017
pacemaker neuron,CL:4072018
SCN pacemaker neuron,CL:4072019
corticotropin-releasing neuron,CL:4072021
Lamp5 Lhx6 GABAergic interneuron (Homo sapiens),CL:4072022
sst GABAergic interneuron (Homo sapiens),CL:4072027
pvalb GABAergic interneuron (Homo sapiens),CL:4072029
sst chodl GABAergic interneuron (Homo sapiens),CL:4072031
VIP GABAergic interneuron (Homo sapiens),CL:4072032
lamp5 GABAergic interneuron (Homo sapiens),CL:4072034
sncg GABAergic interneuron (Homo sapiens),CL:4072035
PAX6 GABAergic interneuron (Homo sapiens),CL:4072036
L2/3 intratelencephalic projecting glutamatergic neuron (Homo sapiens),CL:4072037
L5 intratelencephalic projecting glutamatergic neuron (Homo sapiens),CL:4072038
L4 intratelencephalic projecting glutamatergic neuron (Homo sapiens),CL:4072039
L6 intratelencephalic projecting Car3 glutamatergic neuron (Homo sapiens),CL:4072040
L6 intratelencephalic projecting glutamatergic neuron (Homo sapiens),CL:4072041
L5/6 near-projecting glutamatergic neuron (Homo sapiens),CL:4072042
L5 extratelencephalic projecting glutamatergic cortical neuron (Homo sapiens),CL:4072043
L6 corticothalamic-projecting glutamatergic cortical neuron (Homo sapiens),CL:4072044
L6b glutamatergic cortical neuron (Homo sapiens),CL:4072045
pvalb chandelier GABAergic interneuron (Homo sapiens),CL:4072046
Purkinje layer interneuron,CL:4072102
hair follicle dermal stem cell,CL:4072103
fibrochondrocyte,CL:4072104
cerebellar GABAergic neuron (Mmus),CL:4300028
cerebellar glutamatergic neuron (Mmus),CL:4300029
OPC-Oligo cell (Mmus),CL:4300031
STR D1 Gaba direct pathway medium spiny neuron (Mmus),CL:4300101
STR D2 Gaba indirect pathway medium spiny neuron (Mmus),CL:4300102
DCO Il22 Gly-Gaba cerebellar neuron (Mmus),CL:4300348
Purkinje layer interneuron (Mmus),CL:4300349
CBX MLI Megf11 Gaba molecular layer interneuron (Mmus),CL:4300351
Purkinje cell (Mmus),CL:4300353
cerebellar granule cell (Mmus),CL:4300354
subcortical astrocyte (Mmus),CL:4300358
astrocyte of cerebrum (Mmus),CL:4300359
olfactory areas astrocyte (Mmus),CL:4300360
tanycyte (Mmus),CL:4300362
ependymal cell (Mmus),CL:4300363
oligodendrocyte precursor cell (Mmus),CL:4300366
oligodendrocyte (Mmus),CL:4300367
VLMC NN vascular leptomeningeal cell (Mmus),CL:4300370
DCO Il22 Gly-Gaba_1 cerebellar neuron (Mmus),CL:4301571
DCO Il22 Gly-Gaba_3 cerebellar neuron (Mmus),CL:4301573
CB PLI Gly-Gaba_1 Purkinje layer interneuron (Mmus),CL:4301574
Lugaro cell (Mmus),CL:4301575
CB PLI Gly-Gaba_3 Purkinje layer interneuron (Mmus),CL:4301576
cerebellar Golgi cell (Mmus),CL:4301578
CBX MLI Megf11 Gaba_1 molecular layer interneuron (Mmus),CL:4301579
CBX MLI Megf11 Gaba_2 molecular layer interneuron (Mmus),CL:4301580
CBX Purkinje Gaba_1 Purkinje cell (Mmus),CL:4301582
CBX Purkinje Gaba_2 Purkinje cell (Mmus),CL:4301583
CB Granule Glut_1 cerebellar granule cell (Mmus),CL:4301584
CB Granule Glut_2 cerebellar granule cell (Mmus),CL:4301585
unipolar brush cell (Mmus),CL:4301586
Astro-NT NN_1 astrocyte (Mmus),CL:4301589
Astro-NT NN_2 astrocyte (Mmus),CL:4301590
Astro-TE NN_1 astrocyte (Mmus),CL:4301591
Astro-TE NN_2 astrocyte (Mmus),CL:4301592
Astro-TE NN_3 astrocyte (Mmus),CL:4301593
Astro-TE NN_5 astrocyte (Mmus),CL:4301595
Astro-OLF NN_1 astrocyte (Mmus),CL:4301596
Astro-OLF NN_2 astrocyte (Mmus),CL:4301597
Astro-OLF NN_3 astrocyte (Mmus),CL:4301598
Tanycyte NN_1 tanycyte (Mmus),CL:4301602
Tanycyte NN_2 tanycyte (Mmus),CL:4301603
choroid plexus epithelial cell (Mmus),CL:4301608
commited oligodendrocyte precursor (Mmus),CL:4301611
newly formed oligodendrocyte (Mmus),CL:4301612
myelin-forming oligodendrocyte (Mmus),CL:4301613
mature myelinating oligodendrocyte (Mmus),CL:4301614
olfactory ensheathing cell (Mmus),CL:4301615
arachnoid barrier cell (Mmus),CL:4301616
border associated macrophage (Mmus),CL:4301625
hypothalamic gonadotropin-releasing hormone neuron (Mmus),CL:4304384
pinealocyte (Mmus),CL:4306426
DCO Il22 Gly-Gaba_2 cerebellar neuron (Mmus),CL:4306992
CB PLI GABA Ly6d Purkinje layer interneuron,CL:4307005
CBX MLI Cdh22 Gaba molecular layer interneuron (Mmus),CL:4307012
Bergmann glial cell (Mmus),CL:4307026
cerebellar astrocyte (Mmus),CL:4307027
Astro-NT NN_1 Galnt15 astrocyte (Mmus),CL:4307028
Astro-NT NN_1 Slc36a2 astrocyte (Mmus),CL:4307029
Astro-NT NN_1 Nuf2 astrocyte (Mmus),CL:4307030
Astro-NT NN_1 Six3os1 astrocyte (Mmus),CL:4307031
Astro-NT NN_1 Kcnk10 astrocyte (Mmus),CL:4307032
Astro-NT NN_1 Mecom astrocyte (Mmus),CL:4307033
Astro-NT NN_2 Fzd2 astrocyte (Mmus),CL:4307034
Astro-NT NN_2 Sez6l astrocyte (Mmus),CL:4307035
Astro-NT NN_2 Fam227b astrocyte (Mmus),CL:4307036
Astro-NT NN_2 Gm30524 astrocyte (Mmus),CL:4307037
Astro-TE NN_1 Myoc astrocyte (Mmus),CL:4307038
Astro-TE NN_1 Rasl10b astrocyte (Mmus),CL:4307039
Astro-TE NN_1 Lncpint astrocyte (Mmus),CL:4307040
Astro-TE NN_1 Jph4 astrocyte (Mmus),CL:4307041
Astro-TE NN_2 Clstn2 astrocyte (Mmus),CL:4307042
Astro-TE NN_2 Mcm6 astrocyte (Mmus),CL:4307043
Astro-TE NN_3 Cxcl5 astrocyte (Mmus),CL:4307044
Astro-TE NN_3 Fam163a astrocyte (Mmus),CL:4307045
Astro-TE NN_3 Zic4 astrocyte (Mmus),CL:4307046
Astro-TE NN_3 Crym astrocyte (Mmus),CL:4307047
Astro-TE NN_4 astrocyte (Mmus),CL:4307048
Astro-TE NN_5 Hs3st3a1 astrocyte (Mmus),CL:4307049
Astro-TE NN_5 Adamts18 astrocyte (Mmus),CL:4307050
Astro-OLF NN_1 Greb1 astrocyte (Mmus),CL:4307051
Astro-OLF NN_1 Stk32a astrocyte (Mmus),CL:4307052
Astro-OLF NN_2 Slc25a34 astrocyte (Mmus),CL:4307053
Astro-OLF NN_2 Alk astrocyte (Mmus),CL:4307054
Astro-OLF NN_3 Ecrg4 astrocyte (Mmus),CL:4307055
Astro-OLF NN_3 Sfrp1 astrocyte (Mmus),CL:4307056
Tanycyte NN_1 Cnmd tanycyte of subfornical organ (Mmus),CL:4307063
Tanycyte NN_1 Glp1r tanycyte (Mmus),CL:4307064
Tanycyte NN_2 Mylk3 alpha1-tanycyte (Mmus),CL:4307065
Tanycyte NN_2 Mroh5 alpha1-tanycyte (Mmus),CL:4307066
alpha2-tanycyte (Mmus),CL:4307067
Tanycyte NN_2 Otx2 tanycyte (Mmus),CL:4307068
beta1-tancyte (Mmus),CL:4307069
beta-2 tanycyte (Mmus),CL:4307070
hypendemal cell (Mmus),CL:4307083
CHOR NN_1 Tbc1d1 choroid plexus epithelial cell (Mmus),CL:4307084
CHOR NN_1 Slc17a8 choroid plexus epithelial cell (Mmus),CL:4307085
OPC NN_1 Neil3 oligodendrocyte precursor cell (Mmus),CL:4307086
OPC NN_1 Irx2 oligodendrocyte precursor cell (Mmus),CL:4307087
